Interpreter,Algorithm,DataType,Size,Time (s),PeakMemory (MB)
PyPy,Radix,AlmostSorted,1000000,0.2515966000501066,
PyPy,Bucket,Random,10,7.420009933412075e-05,
PyPy,Bucket,Sorted,10,6.160000339150429e-05,
PyPy,Bucket,Reversed,10,3.560003824532032e-05,
PyPy,Bucket,AlmostSorted,10,3.160000778734684e-05,
PyPy,Bucket,Random,500,0.0020047000143676,
PyPy,Bucket,Sorted,500,0.0003750000614672,
PyPy,Bucket,Reversed,500,0.0048608998768031,
PyPy,Bucket,AlmostSorted,500,0.0008669001981616,
PyPy,Bucket,Random,1000,0.0001952000893652,
PyPy,Bucket,Sorted,1000,0.0001610999461263,
PyPy,Bucket,Reversed,1000,0.0003374998923391,
PyPy,Bucket,AlmostSorted,1000,0.0001678001135587,
PyPy,Bucket,Random,50000,0.0059249999467283,
PyPy,Bucket,Sorted,50000,0.0029728000517934,
PyPy,Bucket,Reversed,50000,0.0079200000036507,
PyPy,Bucket,AlmostSorted,50000,0.0019855999853461,
PyPy,Bucket,Random,1000000,0.2814287999644875,
PyPy,Bucket,Sorted,1000000,0.0449522999115288,
PyPy,Bucket,Reversed,1000000,0.4635465999599546,
PyPy,Bucket,AlmostSorted,1000000,0.0670441000256687,
PyPy,Builtin,Random,10,1.810002140700817e-05,
PyPy,Builtin,Sorted,10,1.8600141629576683e-05,
PyPy,Builtin,Reversed,10,7.200054824352264e-06,
PyPy,Builtin,AlmostSorted,10,5.299923941493034e-06,
PyPy,Builtin,Random,500,0.0009762002155184,
PyPy,Builtin,Sorted,500,5.499925464391708e-06,
PyPy,Builtin,Reversed,500,5.00003807246685e-06,
PyPy,Builtin,AlmostSorted,500,1.4099990949034693e-05,
PyPy,Builtin,Random,1000,6.900005973875523e-05,
PyPy,Builtin,Sorted,1000,8.699949830770493e-06,
PyPy,Builtin,Reversed,1000,6.299931555986404e-06,
PyPy,Builtin,AlmostSorted,1000,2.2700056433677677e-05,
PyPy,Builtin,Random,50000,0.0052581999916583,
PyPy,Builtin,Sorted,50000,0.0001431999262422,
PyPy,Builtin,Reversed,50000,0.0001228998880833,
PyPy,Builtin,AlmostSorted,50000,0.001513399882242,
PyPy,Builtin,Random,1000000,0.1410673998761922,
PyPy,Builtin,Sorted,1000000,0.0078135998919606,
PyPy,Builtin,Reversed,1000000,0.0026739998720586,
PyPy,Builtin,AlmostSorted,1000000,0.0368341000284999,
